C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score
C2CD4B,-0.22666024,1.0,-0.0016212864,PPIP5K1,-1.552836,0.6490945321153715,-1.0333729,EXD2,0.03886015,0.02922964611234179,-2.4750102,EMCN,-4.183877,0.5510876693481926,-1.0094551,WDCP,-2.4591427,0.03120487382980943,-2.4212766,AVIL,-0.14368059,1.0,-0.0373215,USP26,0.0,1.0,0.0,ASIC1,-0.48602617,1.0,-0.08569383,ANGPTL7,-13.177562,1.0,-0.0018958705,FKBPL,-2.9681163,0.10849852536676817,-1.9322293,EFR3B,-22.562653,0.9851002078950446,-0.60771036,SLC5A8,0.0,1.0,0.0,OR10D3,-18.234995,1.0,-0.009218441,PCDHA5,-15.179044,1.0,-0.0005343377,UFSP1,-1.3968962,1.0,0.30918267,MOCS3,1.094963,1.0,-0.27498466
TCTE1,0.9603185,1.0,-0.0018493612,JRK,-0.834056,0.6487033351972554,-1.033838,DISC1,-2.3888435,0.029212921926340524,-2.4752579,SUOX,0.002341251,0.5510627351287282,-1.0095482,CHMP5,0.18758008,0.031189569246494717,-2.4214954,SLC25A46,-0.20659448,1.0,-0.037462924,TFDP3,0.0,1.0,0.0,RIPOR3,-1.9477266,1.0,-0.08644066,TAS2R40,-15.62366,1.0,-0.0018958705,MROH7,-1.4845347,0.10825097328483091,-1.9332652,PPP1R9A,-22.26218,0.9851002078950446,-0.60771036,CAPN6,0.0,1.0,0.0,FAM78B,-18.057182,1.0,-0.009218441,C5orf52,-12.254086,1.0,-0.0005343377,KCP,-0.92140317,1.0,0.30878523,MYCT1,-24.097767,1.0,-0.27531576
C2CD6,-0.1959858,1.0,-0.0018728203,CCDC121,-24.554787,0.6483278779706176,-1.0342877,CHKB,0.40827945,0.029168507951605836,-2.4758446,EPS8,-3.590557,0.5503975493531938,-1.0103996,CHCHD6,-2.8375194,0.031102967622972617,-2.422587,GSDMC,0.01973676,1.0,-0.037570063,AC236972.4,0.0,1.0,0.0,SLC5A4,-18.41488,1.0,-0.0864809,ATP10B,-15.610737,1.0,-0.0018958705,BEND3,-1.0689406,0.10821949020177248,-1.9334395,PLEKHG5,-22.77808,0.9851002078950446,-0.60771036,C4B,0.0,1.0,0.0,SPIB,-18.146305,1.0,-0.009218441,PSG2,-15.953774,1.0,-0.0005343377,ZNF540,-0.494262,1.0,0.30815127,TCTN1,-0.8999707,1.0,-0.2754046
FAP,-0.9823964,1.0,-0.0019067057,SUOX,-24.02264,0.6475513321872618,-1.0352129,DEPDC1,0.15218152,0.029081372691066438,-2.476956,LAMA1,-5.0918083,0.5503408563218201,-1.0105939,KIFAP3,-0.042402342,0.0310680162846012,-2.423036,TTLL13P,-0.6773991,1.0,-0.03794719,OR10AG1,0.0,1.0,0.0,ZNF831,-19.197392,1.0,-0.0864809,PCDHB4,-12.629124,1.0,-0.0018958705,MKS1,0.025197841,0.10805606434749195,-1.934141,ABCB6,-0.48905322,0.9851002078950446,-0.607752,RTL9,0.0,1.0,0.0,OR8B12,-17.88275,1.0,-0.009218441,LRRC38,-16.1884,1.0,-0.0005343377,FSIP1,-0.6512221,1.0,0.30727428,CDKN2AIPNL,0.84223926,1.0,-0.27628487
EFCC1,-0.9656403,1.0,-0.001935378,UBL4A,-0.3621151,0.6465476089233462,-1.0362878,PRMT6,-0.9625242,0.02889660989497018,-2.4792733,SQLE,0.052967727,0.5494054804890919,-1.0118299,CABLES1,0.16966937,0.031047941363860784,-2.4233115,CCR8,-0.19628417,1.0,-0.03818004,CYLC2,0.0,1.0,0.0,ZSWIM5,-18.064287,1.0,-0.0864809,WFDC12,-14.585024,1.0,-0.0018958705,N4BP2,0.28615594,0.10804070684436153,-1.9342511,LRRC61,-1.866123,0.9851002078950446,-0.6078813,FAM71C,0.0,1.0,0.0,ZNF853,-17.897854,1.0,-0.009218441,SHISA9,-12.44547,1.0,-0.0005343377,CKMT2,2.9366899,1.0,0.3066798,PRELID3A,-1.7898842,1.0,-0.27636564
ACSL1,-0.113364875,1.0,-0.0020070586,PDK3,0.49627906,0.6464792320999996,-1.0364325,ZBTB24,0.054322757,0.028866817756316582,-2.4796844,DDR2,-3.3085616,0.5477089205536424,-1.0140345,PNPLA7,-1.1490419,0.03093026907487627,-2.4247715,PKP3,-0.106708705,1.0,-0.03818004,NLRP13,0.0,1.0,0.0,DEFB1,-18.908655,1.0,-0.0864809,PFN3,-12.673604,1.0,-0.0018958705,CARS,-0.0076028127,0.10790998396067679,-1.9348226,C12orf45,0.15190217,0.9851002078950446,-0.60809165,ZAN,0.0,1.0,0.0,CRISP2,-18.315435,1.0,-0.009218441,RXFP3,-13.448641,1.0,-0.0005343377,PAK3,3.4875193,1.0,0.3066732,FCHSD1,1.3937644,1.0,-0.2765756
PEAK3,-0.4104929,1.0,-0.0022025513,ZFYVE28,-2.1721957,0.6459643351246213,-1.0370218,AGAP1,-4.43293,0.028794087720543208,-2.480627,TAF11,-0.04793329,0.54612543153042,-1.016045,SLC19A3,-5.1326075,0.030868215909138456,-2.425541,BAIAP3,-0.5878844,1.0,-0.038185753,OR4C12,0.0,1.0,0.0,FUT6,-19.030127,1.0,-0.0864809,SEMG1,-14.585024,1.0,-0.0018958705,BRD4,-0.028614877,0.10704639622563274,-1.9383873,LEMD2,0.002721078,0.9850261798342077,-0.60826474,RGSL1,0.0,1.0,0.0,TIGIT,-18.607307,1.0,-0.009218441,SMPX,-16.406338,1.0,-0.0005343377,SGCG,2.9755905,1.0,0.3066535,ALKBH8,0.15840319,1.0,-0.2771813
CCDC87,0.32458973,1.0,-0.0024788477,MAF1,0.31256872,0.6453199754674002,-1.0377401,PPT2,-1.4617149,0.028793832317068942,-2.4806736,GIMAP1,-3.1986675,0.54612543153042,-1.0160894,PEAK3,-0.06498177,0.03084681212543114,-2.4258332,VHLL,-1.6466727,1.0,-0.03820004,CLEC4F,0.0,1.0,0.0,TAL2,-18.494326,1.0,-0.0864809,GRIA4,-13.946773,1.0,-0.0018958705,ZNF132,-0.1663212,0.10694677553680532,-1.9388374,PLCXD2,-3.8029125,0.9842842628742388,-0.6089901,TEX13B,0.0,1.0,0.0,ADAMTSL2,-17.407406,1.0,-0.009218441,TMEM229A,-14.553126,1.0,-0.0005343377,FGF8,5.018556,1.0,0.3053265,C3,-23.498232,1.0,-0.27767393
LILRA1,0.14233974,1.0,-0.002544012,HMGA2,-24.832748,0.6451479012877283,-1.0379882,NR2F6,0.055914808,0.02874733843787094,-2.481293,LYZ,-0.012606474,0.5460030624760619,-1.0163175,ZNF257,-3.5282738,0.0307416822012915,-2.4271126,TMEM253,-2.483,1.0,-0.038211465,DCDC2C,0.0,1.0,0.0,MMP7,-18.658525,1.0,-0.0864809,SLC36A3,-12.384378,1.0,-0.0018958705,PCMTD1,0.2934201,0.10691842402566568,-1.9390002,TCTN1,0.3172331,0.9838256720554296,-0.60950935,NCBP2L,0.0,1.0,0.0,TSHZ2,-19.498875,1.0,-0.009218441,PCDHA2,-13.162525,1.0,-0.0005343377,IZUMO1,4.1558623,1.0,0.30524766,CMTM1,-23.695585,1.0,-0.27767393
OR2D3,-16.386375,1.0,-0.004174421,PCBP3,-24.122908,0.6451479012877283,-1.0379882,PRKAB2,-0.731847,0.028614977975263037,-2.4829805,SELE,-3.8873155,0.545308687096254,-1.017208,PHLDB2,-2.1426897,0.030646052524800817,-2.4282832,NRG4,0.23636289,1.0,-0.03849574,ADGRA1,0.0,1.0,0.0,ADGRD1,-18.648506,1.0,-0.0864809,LRRC53,-14.808982,1.0,-0.0018958705,GCNT4,-2.5434935,0.10691239711186888,-1.9390731,DHDDS,0.006276803,0.9834027642855484,-0.6099432,FRMPD3,0.0,1.0,0.0,CCL15,-18.213167,1.0,-0.009218441,HYAL4,-10.923373,1.0,-0.0005343377,LRRC15,2.242407,1.0,0.3051557,WDR17,-23.103281,1.0,-0.27767393
SLC9C2,-14.968409,1.0,-0.004174421,ZNF813,-24.453575,0.6451479012877283,-1.0379882,FAM200A,-0.24926041,0.028508783073975766,-2.4843912,HUS1,-0.12734002,0.545308687096254,-1.0172364,PLEKHF1,-0.35946843,0.030298484713547,-2.4324572,ELF3,-0.4723729,1.0,-0.03885287,KCNJ6,0.0,1.0,0.0,ARSE,-18.1023,1.0,-0.0864809,USP29,-15.883374,1.0,-0.0018958705,ROBO3,-2.6189868,0.10663280734226264,-1.9402504,POLR3G,-0.96859795,0.9831958925518858,-0.6101974,ONECUT3,0.0,1.0,0.0,ATP12A,-17.9882,1.0,-0.009218441,PIWIL3,-12.992143,1.0,-0.0005343377,NCAM2,1.3202361,1.0,0.3051097,ZNF484,1.1263822,1.0,-0.2780535
VWC2L,-15.253453,1.0,-0.004174421,YY1,0.5916831,0.6449792643207984,-1.0383861,SACS,0.33848524,0.028478926314034477,-2.4848075,ARNTL,-0.20446153,0.5453041510473602,-1.0173402,SPESP1,-1.7618134,0.030149911001357287,-2.4342773,C1QTNF12,-0.43237025,1.0,-0.039090008,OLFML1,0.0,1.0,0.0,SLC45A2,-18.796545,1.0,-0.0864809,KRT37,-15.877599,1.0,-0.0018958705,TMEM9,0.39816624,0.10649182132043375,-1.9408691,EDIL3,-2.871522,0.983112825654836,-0.6103486,PLK5,0.0,1.0,0.0,ZFHX4,-17.002186,1.0,-0.009218441,PCDHA1,-12.7029505,1.0,-0.0005343377,TUBB2B,0.328174,1.0,0.30509657,BGN,-24.411606,1.0,-0.27826348
KRT83,-16.778662,1.0,-0.004174421,LPAR1,-0.9889565,0.6449109598373545,-1.0385308,MMAA,-0.3295767,0.028460235560571586,-2.4850845,CXCR3,-2.3780692,0.5416805299549176,-1.0217308,TEPSIN,0.049547352,0.030027474858635606,-2.4358306,ITGB3BP,-0.18854077,1.0,-0.03918143,KRTAP21-2,0.0,1.0,0.0,IGF1,-18.42812,1.0,-0.0864809,KRTAP3-3,-16.522503,1.0,-0.0018958705,TMEM37,-1.5181088,0.10628468711537357,-1.9417564,UBQLN2,0.016043702,0.983112825654836,-0.6104122,CYP2B6,0.0,1.0,0.0,GGT2,-18.080322,1.0,-0.009218441,PRLR,-14.765829,1.0,-0.0005343377,LVRN,1.7623031,1.0,0.30509,POP5,0.9487523,1.0,-0.2783927
GPR119,-13.209421,1.0,-0.004174421,TIMM50,0.72673565,0.6448737797109834,-1.0386446,ZNF791,-0.09967965,0.028431797186118705,-2.4854836,TTC21A,-1.3588111,0.5416206627480512,-1.0218656,GAL,-4.1305256,0.029850084683038236,-2.4380138,CBY3,-0.76236296,1.0,-0.039321426,BPIFA2,0.0,1.0,0.0,LARP6,-18.018694,1.0,-0.0864809,PRSS45P,-13.49536,1.0,-0.0018958705,GSK3A,0.23845565,0.10580291772089886,-1.9437609,MID1,-3.3976052,0.982793917605963,-0.6107781,CYP2A6,0.0,1.0,0.0,VWA3A,-18.297892,1.0,-0.009218441,SLC1A7,-13.906343,1.0,-0.0005343377,GDF9,0.7846098,1.0,0.30475497,PTBP2,0.23701504,1.0,-0.2789257
XPNPEP2,-14.452668,1.0,-0.004174421,ZNF581,0.051282056,0.6446913914092562,-1.038903,MMUT,0.4435369,0.028423573077892225,-2.4856298,HIKESHI,-0.24809764,0.5410739390598627,-1.0225835,TREM2,-3.2135928,0.02948703280276512,-2.4424744,APC2,-1.1966567,1.0,-0.03934428,NLRP8,0.0,1.0,0.0,FFAR4,-18.18132,1.0,-0.0864809,SCGB1D2,-13.382313,1.0,-0.0018958705,INPP5F,0.3137403,0.10570388715605465,-1.9442123,STAP2,-1.5952815,0.981602263992304,-0.6118956,RNF128,0.0,1.0,0.0,CLCN1,-17.429989,1.0,-0.009218441,OR6J1,-12.634246,1.0,-0.0005343377,VPS4B,-0.47400412,1.0,0.30461374,CAMKMT,1.017726,1.0,-0.27893376
PIWIL3,-13.185308,1.0,-0.004174421,ZNHIT1,0.47794303,0.6444934743056263,-1.039177,SLC27A3,0.35566074,0.028253408749032025,-2.4878097,DYNC1LI2,-0.11148022,0.5410140991915162,-1.0227184,RGS16,-3.217756,0.02936171469838304,-2.4440517,RLN1,-1.288337,1.0,-0.039349996,COX4I2,0.0,1.0,0.0,DEFA6,-18.160124,1.0,-0.0864809,MYOC,-16.20422,1.0,-0.0018958705,CREB3L1,-4.4165745,0.105257516378071,-1.9460812,NID2,-2.3254025,0.981602263992304,-0.6120775,LRRC74A,0.0,1.0,0.0,SRL,-16.733969,1.0,-0.009218441,ASB15,-14.527177,1.0,-0.0005343377,TSLP,-0.16992813,1.0,0.3038944,CYB561,-0.4756111,1.0,-0.27896607
OR2H2,-15.007283,1.0,-0.004174421,PATJ,-0.9988939,0.6441245291693825,-1.0396214,UGDH,0.20772411,0.028131756113150615,-2.489387,ARHGAP29,-1.5800418,0.5403438934176243,-1.0235846,FHL1,-3.2118418,0.029113784702387298,-2.4471498,DNAAF1,-1.4432412,1.0,-0.039372854,SCEL,0.0,1.0,0.0,C11orf94,-0.046385765,1.0,-0.08658069,SLC25A18,-13.71024,1.0,-0.0018958705,SIGLEC12,-1.7186203,0.10522773971738579,-1.9462998,SRRM5,-0.59303343,0.9815779922710782,-0.6122177,IFNL2,0.0,1.0,0.0,MAPK15,-18.144999,1.0,-0.009218441,ACSM2B,-14.428979,1.0,-0.0005343377,ALDH5A1,-0.81074923,1.0,0.30223566,DNAAF4,1.0676916,1.0,-0.27904683
SHISAL2B,-14.4229,1.0,-0.004174421,TRIR,0.19116665,0.6441080995693016,-1.0397143,CAMLG,0.4177034,0.028063230418722065,-2.490297,ZNF225,-0.15815382,0.5403438934176243,-1.0235981,MED13L,0.11106401,0.028963846112198342,-2.4490502,TOR4A,-0.12742122,1.0,-0.03970284,OR8I2,0.0,1.0,0.0,GRAMD1C,-0.2360249,1.0,-0.08664829,KRT31,-13.24293,1.0,-0.0018958705,CCDC61,0.1363167,0.10465096924563815,-1.9488072,BMP2,-1.4182054,0.9815779922710782,-0.61230755,IFNL1,0.0,1.0,0.0,LAD1,-18.080532,1.0,-0.009218441,DHRS7C,-14.228242,1.0,-0.0005343377,CFAP44,-0.67330045,1.0,0.30196303,NOSIP,0.20844719,1.0,-0.279063
KRTAP13-2,-12.799213,1.0,-0.004174421,IQCN,-24.85317,0.6440605752822769,-1.0398384,C1orf109,-0.56455547,0.028052516171896146,-2.4904761,GNA14,-2.6161969,0.5401860117783325,-1.0239004,BRD3OS,-0.7975574,0.02886424560227126,-2.450331,GPC2,-0.17328131,1.0,-0.03981998,BPIFB1,0.0,1.0,0.0,CATSPERZ,-0.24696642,1.0,-0.08665151,HMX1,-12.616964,1.0,-0.0018958705,PXDN,-2.976001,0.1046422356001295,-1.9488915,PFDN1,0.06304246,0.9807849677358568,-0.61318845,CT47B1,0.0,1.0,0.0,DNAH11,-16.469067,1.0,-0.009218441,UGT3A1,-13.992155,1.0,-0.0005343377,NRXN2,4.670996,1.0,0.30088568,C16orf46,-22.94415,1.0,-0.27944255
EPPIN,-13.953744,1.0,-0.004174421,SYT11,0.4040476,0.6438886677606391,-1.0400865,MS4A14,-7.478338,0.028038683229906672,-2.4906945,C11orf45,-21.79803,0.5395883866724088,-1.0246803,PCGF2,-3.6503313,0.028840652217930085,-2.4506657,TUFT1,-0.19753593,1.0,-0.04013997,OR5AS1,0.0,1.0,0.0,SURF4,0.16228803,1.0,-0.0875593,KRTAP4-5,-16.141876,1.0,-0.0018958705,HOXB7,-4.533631,0.10435607356177508,-1.950116,SIX5,-3.5255182,0.9807045234990944,-0.61333746,CCDC196,0.0,1.0,0.0,SERPINC1,-17.91694,1.0,-0.009218441,DSPP,-11.8228035,1.0,-0.0005343377,CRABP1,4.064582,1.0,0.30082655,CMTM4,-22.860867,1.0,-0.27944255
SPATA19,-14.138806,1.0,-0.004174421,TDRD7,0.52503145,0.6437841488490631,-1.0402673,HYLS1,-0.64560205,0.027992171476096474,-2.4913278,MOSMO,-0.031160692,0.5389158598692562,-1.0255505,CAMTA2,0.27233532,0.028776742800161417,-2.4515045,CNFN,-0.22730939,1.0,-0.040155683,OR13F1,0.0,1.0,0.0,ANKRD61,-2.5772018,1.0,-0.08766714,OPN1SW,-16.24704,1.0,-0.0018958705,ZNF185,-1.8819085,0.1040757549958332,-1.951319,HES4,-0.61030126,0.9805924898759374,-0.61351275,CCDC63,0.0,1.0,0.0,OR56B1,-18.178902,1.0,-0.009218441,BHMG1,-13.871141,1.0,-0.0005343377,COL5A3,3.2439203,1.0,0.30078715,TEDC1,0.585256,1.0,-0.279596
OR10A5,-15.6691475,1.0,-0.004174421,ANKRD37,-1.807778,0.6432341087789286,-1.0408927,ZNF486,-1.009924,0.02794870503069889,-2.4919229,TRIM62,-1.2567168,0.5380641882050012,-1.0266367,ZBTB49,-0.07552676,0.028697184542765156,-2.4525409,GPBAR1,-0.7690067,1.0,-0.040332817,TREX2,0.0,1.0,0.0,FZD9,-2.7829432,1.0,-0.08768323,DDI1,-13.952874,1.0,-0.0018958705,ZFYVE27,0.26340318,0.1039482689779049,-1.9518934,CDK9,-0.033570632,0.9800630877111152,-0.6141175,CLPSL1,0.0,1.0,0.0,CCNO,-15.658444,1.0,-0.009218441,PRND,-12.2508335,1.0,-0.0005343377,AXIN1,-1.1407218,1.0,0.2986324,DHRS13,1.3743627,1.0,-0.2796283
OR3A3,-16.778662,1.0,-0.004174421,TMOD3,0.3021708,0.6427921661076486,-1.0414871,MTUS1,-24.56133,0.02776098304686224,-2.4943588,TAF1,0.07161521,0.537770991025223,-1.0270523,BBS5,-4.0512285,0.028697184542765156,-2.4525664,TOM1L2,-0.11718341,1.0,-0.04048281,PZP,0.0,1.0,0.0,ZNF691,0.17295812,1.0,-0.087741174,SEMG2,-13.994019,1.0,-0.0018958705,ITGB1,0.15346187,0.10386552607067705,-1.9522835,ALG12,0.086534075,0.9800010648501225,-0.6142512,KIAA1210,0.0,1.0,0.0,KRT222,-17.769524,1.0,-0.009218441,HOXC11,-14.52985,1.0,-0.0005343377,LYG1,0.5938201,1.0,0.29823825,HDDC3,0.37962833,1.0,-0.2799675
OR10A4,-12.679467,1.0,-0.004174421,UTP4,-0.043724734,0.6420666838636516,-1.0422882,SOCS5,0.21898799,0.027724819440796505,-2.4948647,CENPBD1,0.15042372,0.5372265917701565,-1.02777,USP18,-2.0032468,0.028696623302230124,-2.4526284,WNT10A,-19.287777,1.0,-0.040761374,SLC22A12,0.0,1.0,0.0,HOXA7,0.42613524,1.0,-0.08775083,PRSS37,-14.962107,1.0,-0.0018958705,TMEM70,0.37324864,0.10298100587120279,-1.9559982,AKT3,0.015942112,0.9798363937842595,-0.6144703,SLC10A1,0.0,1.0,0.0,HSD3B2,-18.937641,1.0,-0.009218441,MYBPC1,-12.883862,1.0,-0.0005343377,HSD17B8,-1.4026798,1.0,0.29812002,SRPX,-24.086306,1.0,-0.2800321
OR5H6,-13.862068,1.0,-0.004174421,HYLS1,-2.1746867,0.6419312608344395,-1.0425001,BRD3OS,-2.0595133,0.027691919248541436,-2.4953291,ANKZF1,-0.1023268,0.5356586290703639,-1.0297211,CCDC77,-1.0332408,0.028684406068871123,-2.452822,CCDC175,-18.346748,1.0,-0.040761374,SLC17A6,0.0,1.0,0.0,FBXO24,0.50468606,1.0,-0.087884426,SLC36A2,-15.405499,1.0,-0.0018958705,IMP3,0.35435355,0.1028916823320224,-1.9564183,NOVA2,-22.475924,0.9798363937842595,-0.6144878,CNTNAP5,0.0,1.0,0.0,NUP210L,-17.969433,1.0,-0.009218441,DDX53,-16.058712,1.0,-0.0005343377,NTN1,1.7129879,1.0,0.29770616,SEPTIN4,-23.366085,1.0,-0.2800321
TRIM31,-16.292597,1.0,-0.004174421,AMZ2,0.26747018,0.6417337822948541,-1.042774,ZSCAN29,0.32358614,0.027492370874517814,-2.4979372,DZANK1,-1.1759341,0.5356214144543299,-1.029829,DAPK1,0.048468225,0.028663190469285334,-2.4531283,GHR,-16.82811,1.0,-0.040761374,SYCE1,0.0,1.0,0.0,TAS1R3,-0.10290382,1.0,-0.08815966,MMP13,-14.21204,1.0,-0.0018958705,COQ6,0.328297,0.10287412359835527,-1.9565398,WSCD1,-2.4494815,0.9789939299845425,-0.6153358,TULP1,0.0,1.0,0.0,KRTAP2-3,-18.046043,1.0,-0.009218441,PRDM9,-13.645185,1.0,-0.0005343377,AC021097.2,0.70712197,1.0,0.29742697,SYT11,0.33664975,1.0,-0.28105775
OR5A1,-13.039327,1.0,-0.004174421,SLC35A2,-1.3522452,0.6417337822948541,-1.0428102,PCCA,-0.1282557,0.027439603831760653,-2.4987044,CLDN15,-0.12522215,0.5354039836902978,-1.0301542,CBFA2T2,0.35926026,0.028623776794642813,-2.4536636,ANO1,-16.916563,1.0,-0.040761374,KRTAP21-1,0.0,1.0,0.0,YTHDF3,0.22458172,1.0,-0.08859906,GUCA2B,-16.13877,1.0,-0.0018958705,FKBP10,-3.8699114,0.10281265512887461,-1.9568441,EFEMP1,-1.417389,0.9789161081722179,-0.6154826,LEUTX,0.0,1.0,0.0,C16orf96,-18.15204,1.0,-0.009218441,C3orf85,-13.413613,1.0,-0.0005343377,ZNF37A,-0.34919116,1.0,0.2970131,NT5M,-1.706153,1.0,-0.28129193
OR5B3,-12.447237,1.0,-0.004174421,TBC1D19,-1.8469679,0.6417337822948541,-1.0428618,PPP1R14B,-0.39033416,0.027320369009504006,-2.5002906,GJC1,-2.8410923,0.5341720172694228,-1.0317665,CDK5RAP3,0.094945766,0.028489696642850133,-2.455392,MUCL1,-17.850039,1.0,-0.040761374,OR13C8,0.0,1.0,0.0,OR2B6,0.8546068,1.0,-0.08867954,FGF3,-13.457201,1.0,-0.0018958705,LHPP,0.15939593,0.1026593693018891,-1.9575313,FOXN3,-0.01595556,0.9786488539783444,-0.6157872,ATCAY,0.0,1.0,0.0,SRRD,0.17388138,1.0,-0.009232913,PATE3,-12.637749,1.0,-0.0005343377,SLC8A2,1.3079383,1.0,0.2962215,EML4,0.34017602,1.0,-0.2815746
OR5K3,-15.996013,1.0,-0.004174421,PTCD2,-3.0281258,0.6415448591061913,-1.0431926,MRI1,-0.046860278,0.027320369009504006,-2.500318,HACD1,-1.4318897,0.5339839709133849,-1.0320607,NUDT17,-1.951498,0.028484716361201718,-2.4554949,ST8SIA1,-18.399435,1.0,-0.040761374,PRB1,0.0,1.0,0.0,CENPE,0.3654009,1.0,-0.08955996,OR2A14,-16.13877,1.0,-0.0018958705,L3MBTL4,-3.5943995,0.10261889375636588,-1.9577484,ITGA3,-1.1904948,0.9786078638465397,-0.6159034,TEX51,0.0,1.0,0.0,SMS,0.06777795,1.0,-0.009269092,PPP4R3C,-14.294973,1.0,-0.0005343377,CPSF4L,1.339822,1.0,0.29618865,ZNF496,0.47166756,1.0,-0.28185725
DIO3,-13.755481,1.0,-0.004174421,ZNF678,-2.4515615,0.6406495977314667,-1.0441643,GPT2,-0.03954906,0.02723783590068847,-2.5014484,ZNF571,-1.7022105,0.5338660360256038,-1.0323251,ZNF580,0.2091736,0.028419372206789223,-2.4563606,CLEC4M,-17.24616,1.0,-0.040761374,OR5BS1P,0.0,1.0,0.0,TEX52,-18.80438,1.0,-0.0896839,GABRA4,-14.029816,1.0,-0.0018958705,SLC17A5,0.2967651,0.1016316944035514,-1.9619318,ROCK1,-0.014765368,0.978029761593774,-0.61663085,DLX6,0.0,1.0,0.0,AASDH,-1.1608737,1.0,-0.009326979,WFDC12,-14.545662,1.0,-0.0005343377,SAMHD1,-0.6772582,1.0,0.29536092,EXOC4,1.0066713,1.0,-0.28206724
DYNAP,-14.525587,1.0,-0.004174421,CDKN2AIPNL,0.093134284,0.6406495977314667,-1.0442057,YDJC,-0.010093593,0.027175843623616167,-2.5022984,PTPRG,-22.306257,0.5336456489044445,-1.0326544,ISYNA1,-1.3517454,0.02810944439043165,-2.4603384,CCDC89,-18.067682,1.0,-0.040761374,CD207,0.0,1.0,0.0,TTYH1,-18.916048,1.0,-0.0896839,HCN4,-15.425709,1.0,-0.0018958705,ZNF836,-0.1592482,0.1016316944035514,-1.9619476,GPX8,-4.2804117,0.9761055133334139,-0.6184802,MYO1H,0.0,1.0,0.0,NEMP2,0.23446175,1.0,-0.009348687,HEPACAM,-13.664299,1.0,-0.0005343377,AL160269.1,2.7116127,1.0,0.2948551,RNF114,0.7867798,1.0,-0.28228527
IL25,-12.863633,1.0,-0.004174421,MARVELD1,-1.1192824,0.64049789453613,-1.0444692,TTC23,-1.7390012,0.027167929210289293,-2.5024445,ZNF579,-0.3506968,0.5336456489044445,-1.0327138,KDM5B,0.118954934,0.028109163812515568,-2.460382,DMGDH,-16.562506,1.0,-0.040761374,SLC18A3,0.0,1.0,0.0,GOT1L1,-19.140022,1.0,-0.0896839,DEFA5,-15.262967,1.0,-0.0018958705,PLD6,0.24800183,0.10142042165571905,-1.9629177,COP1,-0.016765838,0.9759514504205433,-0.6186906,FOXN4,0.0,1.0,0.0,CDC25C,-0.40346882,1.0,-0.009500639,SEMA5B,-14.665878,1.0,-0.0005343377,BCO2,1.376906,1.0,0.29437554,PBK,-23.50462,1.0,-0.28239027
KCNC2,-13.187668,1.0,-0.004174421,PLXNC1,0.3869985,0.6392989568465173,-1.0457457,PRR5,-23.856699,0.027109765692828622,-2.503246,C2orf76,-0.033976283,0.5325228085482988,-1.0342007,ZBTB40,0.11406941,0.02768160410803259,-2.4659977,ZBTB8B,-17.580662,1.0,-0.040761374,KRTAP8-1,0.0,1.0,0.0,OLIG2,-20.025694,1.0,-0.0896839,ZNF705G,-13.24124,1.0,-0.0018958705,ALPK3,-1.9037136,0.10123734774662833,-1.9637378,CTBP2,-0.008193206,0.9754636356025831,-0.61917925,SLC6A14,0.0,1.0,0.0,GJC1,0.45302063,1.0,-0.009616412,LRRC3B,-15.175628,1.0,-0.0005343377,CRHBP,0.32214013,1.0,0.294254,MFSD3,-1.3847693,1.0,-0.28248718
CYP2C9,-14.16853,1.0,-0.004174421,LDLRAD4,-0.5097271,0.6387294942138596,-1.0464693,KIF15,0.2247314,0.027052500487918487,-2.5040376,OSBPL7,-0.21303399,0.5316438660742298,-1.0353273,SLC49A3,-0.067102574,0.027501890335081252,-2.46837,PKP1,-16.929262,1.0,-0.040761374,KRTAP6-1,0.0,1.0,0.0,RBPMS2,-18.927498,1.0,-0.0896839,REC114,-14.089772,1.0,-0.0018958705,MTRES1,0.22699526,0.10120273535632286,-1.9639322,PARS2,-1.5437398,0.9750757369815339,-0.6195846,MLN,0.0,1.0,0.0,COL4A6,-16.371256,1.0,-0.009876901,HEPN1,-12.091634,1.0,-0.0005343377,TTYH2,-2.5308614,1.0,0.29349855,POMGNT2,0.047157224,1.0,-0.28255984
